City/Municipality,Month,Year,Alive,Death,Cases
ALFONSO,January,2014,1,1.0,2.0
ALFONSO,February,2014,1,0.0,1.0
ALFONSO,March,2014,2,0.0,2.0
ALFONSO,April,2014,1,0.0,1.0
ALFONSO,May,2014,1,0.0,1.0
ALFONSO,June,2014,1,0.0,1.0
ALFONSO,July,2014,7,0.0,7.0
ALFONSO,August,2014,8,0.0,8.0
ALFONSO,September,2014,6,0.0,6.0
ALFONSO,October,2014,3,0.0,3.0
ALFONSO,November,2014,3,0.0,3.0
ALFONSO,December,2014,2,0.0,2.0
ALFONSO,January,2015,6,0.0,6.0
ALFONSO,February,2015,5,0.0,5.0
ALFONSO,March,2015,5,0.0,5.0
ALFONSO,April,2015,5,0.0,5.0
ALFONSO,May,2015,1,0.0,1.0
ALFONSO,June,2015,10,0.0,10.0
ALFONSO,July,2015,17,0.0,17.0
ALFONSO,August,2015,22,0.0,22.0
ALFONSO,September,2015,27,0.0,27.0
ALFONSO,October,2015,18,0.0,18.0
ALFONSO,November,2015,13,0.0,13.0
ALFONSO,December,2015,5,0.0,5.0
ALFONSO,January,2016,6,0.0,6.0
ALFONSO,February,2016,6,0.0,6.0
ALFONSO,March,2016,3,0.0,3.0
ALFONSO,April,2016,5,0.0,5.0
ALFONSO,May,2016,5,0.0,5.0
ALFONSO,June,2016,11,2.0,13.0
ALFONSO,July,2016,17,0.0,17.0
ALFONSO,August,2016,10,0.0,10.0
ALFONSO,September,2016,10,0.0,10.0
ALFONSO,October,2016,4,0.0,4.0
ALFONSO,November,2016,2,0.0,2.0
ALFONSO,December,2016,2,0.0,2.0
ALFONSO,January,2017,4,0.0,4.0
ALFONSO,February,2017,0,0.0,0.0
ALFONSO,March,2017,1,0.0,1.0
ALFONSO,April,2017,2,0.0,2.0
ALFONSO,May,2017,0,0.0,0.0
ALFONSO,June,2017,1,0.0,1.0
ALFONSO,July,2017,8,0.0,8.0
ALFONSO,August,2017,9,0.0,9.0
ALFONSO,September,2017,12,0.0,12.0
ALFONSO,October,2017,4,0.0,4.0
ALFONSO,November,2017,5,0.0,5.0
ALFONSO,December,2017,4,0.0,4.0
ALFONSO,January,2018,6,1.0,7.0
ALFONSO,February,2018,5,0.0,5.0
ALFONSO,March,2018,1,0.0,1.0
ALFONSO,April,2018,1,0.0,1.0
ALFONSO,May,2018,1,0.0,1.0
ALFONSO,June,2018,3,0.0,3.0
ALFONSO,July,2018,7,0.0,7.0
ALFONSO,August,2018,9,0.0,9.0
ALFONSO,September,2018,4,0.0,4.0
ALFONSO,October,2018,5,0.0,5.0
ALFONSO,November,2018,3,0.0,3.0
ALFONSO,December,2018,4,0.0,4.0
ALFONSO,January,2019,8,0.0,8.0
ALFONSO,February,2019,3,0.0,3.0
ALFONSO,March,2019,1,0.0,1.0
ALFONSO,April,2019,5,0.0,5.0
ALFONSO,May,2019,10,0.0,10.0
ALFONSO,June,2019,42,0.0,42.0
ALFONSO,July,2019,89,0.0,89.0
ALFONSO,August,2019,62,0.0,62.0
ALFONSO,September,2019,37,0.0,37.0
ALFONSO,October,2019,14,1.0,15.0
ALFONSO,November,2019,7,0.0,7.0
ALFONSO,December,2019,1,0.0,1.0
ALFONSO,January,2020,4,0.0,4.0
ALFONSO,February,2020,1,0.0,1.0
ALFONSO,March,2020,0,0.0,0.0
ALFONSO,April,2020,0,0.0,0.0
ALFONSO,May,2020,0,0.0,0.0
ALFONSO,June,2020,2,0.0,2.0
ALFONSO,July,2020,2,0.0,2.0
ALFONSO,August,2020,1,0.0,1.0
ALFONSO,September,2020,1,0.0,1.0
ALFONSO,October,2020,0,0.0,0.0
ALFONSO,November,2020,1,0.0,1.0
ALFONSO,December,2020,0,0.0,0.0
ALFONSO,January,2021,1,0.0,1.0
ALFONSO,February,2021,0,0.0,0.0
ALFONSO,March,2021,1,0.0,1.0
ALFONSO,April,2021,4,0.0,4.0
ALFONSO,May,2021,1,0.0,1.0
ALFONSO,June,2021,1,0.0,1.0
ALFONSO,July,2021,2,0.0,2.0
ALFONSO,August,2021,3,0.0,3.0
ALFONSO,September,2021,0,0.0,0.0
ALFONSO,October,2021,1,0.0,1.0
ALFONSO,November,2021,4,0.0,4.0
ALFONSO,December,2021,3,0.0,3.0
ALFONSO,January,2022,0,0.0,0.0
ALFONSO,February,2022,2,0.0,2.0
ALFONSO,March,2022,7,0.0,7.0
ALFONSO,April,2022,5,0.0,5.0
ALFONSO,May,2022,16,0.0,16.0
ALFONSO,June,2022,39,0.0,39.0
ALFONSO,July,2022,75,0.0,75.0
ALFONSO,August,2022,34,0.0,34.0
ALFONSO,September,2022,21,0.0,21.0
ALFONSO,October,2022,21,0.0,21.0
ALFONSO,November,2022,3,0.0,3.0
ALFONSO,December,2022,2,0.0,2.0
ALFONSO,January,2023,5,0.0,5.0
ALFONSO,February,2023,1,0.0,1.0
ALFONSO,March,2023,3,0.0,3.0
ALFONSO,April,2023,8,0.0,8.0
ALFONSO,May,2023,7,0.0,7.0
ALFONSO,June,2023,13,0.0,13.0
ALFONSO,July,2023,5,0.0,5.0
ALFONSO,August,2023,6,0.0,6.0
ALFONSO,September,2023,11,0.0,11.0
ALFONSO,October,2023,9,0.0,9.0
ALFONSO,November,2023,6,0.0,6.0
ALFONSO,December,2023,4,0.0,4.0
ALFONSO,January,2024,9,0.0,9.0
ALFONSO,February,2024,6,0.0,6.0
ALFONSO,March,2024,6,0.0,6.0
ALFONSO,April,2024,9,0.0,9.0
ALFONSO,May,2024,21,0.0,21.0
ALFONSO,June,2024,37,0.0,37.0
ALFONSO,July,2024,55,0.0,55.0
ALFONSO,August,2024,52,0.0,52.0
ALFONSO,September,2024,20,0.0,20.0
ALFONSO,October,2024,12,0.0,12.0
ALFONSO,November,2024,13,0.0,13.0
ALFONSO,December,2024,9,0.0,9.0
AMADEO,January,2014,3,0.0,3.0
AMADEO,February,2014,2,0.0,2.0
AMADEO,March,2014,0,0.0,0.0
AMADEO,April,2014,6,0.0,6.0
AMADEO,May,2014,0,0.0,0.0
AMADEO,June,2014,0,0.0,0.0
AMADEO,July,2014,0,0.0,0.0
AMADEO,August,2014,5,0.0,5.0
AMADEO,September,2014,3,0.0,3.0
AMADEO,October,2014,1,0.0,1.0
AMADEO,November,2014,4,0.0,4.0
AMADEO,December,2014,4,0.0,4.0
AMADEO,January,2015,2,0.0,2.0
AMADEO,February,2015,3,0.0,3.0
AMADEO,March,2015,3,0.0,3.0
AMADEO,April,2015,3,0.0,3.0
AMADEO,May,2015,2,0.0,2.0
AMADEO,June,2015,8,0.0,8.0
AMADEO,July,2015,13,0.0,13.0
AMADEO,August,2015,47,0.0,47.0
AMADEO,September,2015,30,0.0,30.0
AMADEO,October,2015,46,0.0,46.0
AMADEO,November,2015,24,0.0,24.0
AMADEO,December,2015,10,0.0,10.0
AMADEO,January,2016,4,0.0,4.0
AMADEO,February,2016,7,0.0,7.0
AMADEO,March,2016,2,0.0,2.0
AMADEO,April,2016,10,0.0,10.0
AMADEO,May,2016,3,0.0,3.0
AMADEO,June,2016,7,0.0,7.0
AMADEO,July,2016,27,0.0,27.0
AMADEO,August,2016,40,0.0,40.0
AMADEO,September,2016,15,0.0,15.0
AMADEO,October,2016,5,0.0,5.0
AMADEO,November,2016,3,0.0,3.0
AMADEO,December,2016,3,0.0,3.0
AMADEO,January,2017,3,0.0,3.0
AMADEO,February,2017,1,0.0,1.0
AMADEO,March,2017,3,0.0,3.0
AMADEO,April,2017,1,0.0,1.0
AMADEO,May,2017,2,0.0,2.0
AMADEO,June,2017,9,0.0,9.0
AMADEO,July,2017,42,0.0,42.0
AMADEO,August,2017,35,0.0,35.0
AMADEO,September,2017,16,0.0,16.0
AMADEO,October,2017,20,0.0,20.0
AMADEO,November,2017,8,0.0,8.0
AMADEO,December,2017,10,0.0,10.0
AMADEO,January,2018,9,0.0,9.0
AMADEO,February,2018,3,0.0,3.0
AMADEO,March,2018,3,0.0,3.0
AMADEO,April,2018,0,0.0,0.0
AMADEO,May,2018,3,0.0,3.0
AMADEO,June,2018,4,0.0,4.0
AMADEO,July,2018,8,0.0,8.0
AMADEO,August,2018,6,0.0,6.0
AMADEO,September,2018,0,0.0,0.0
AMADEO,October,2018,4,0.0,4.0
AMADEO,November,2018,8,0.0,8.0
AMADEO,December,2018,3,0.0,3.0
AMADEO,January,2019,4,0.0,4.0
AMADEO,February,2019,2,0.0,2.0
AMADEO,March,2019,1,0.0,1.0
AMADEO,April,2019,0,0.0,0.0
AMADEO,May,2019,2,0.0,2.0
AMADEO,June,2019,4,0.0,4.0
AMADEO,July,2019,48,0.0,48.0
AMADEO,August,2019,68,0.0,68.0
AMADEO,September,2019,44,0.0,44.0
AMADEO,October,2019,26,0.0,26.0
AMADEO,November,2019,7,0.0,7.0
AMADEO,December,2019,7,0.0,7.0
AMADEO,January,2020,3,0.0,3.0
AMADEO,February,2020,1,0.0,1.0
AMADEO,March,2020,2,0.0,2.0
AMADEO,April,2020,0,0.0,0.0
AMADEO,May,2020,0,0.0,0.0
AMADEO,June,2020,0,0.0,0.0
AMADEO,July,2020,0,0.0,0.0
AMADEO,August,2020,1,0.0,1.0
AMADEO,September,2020,0,0.0,0.0
AMADEO,October,2020,0,0.0,0.0
AMADEO,November,2020,1,0.0,1.0
AMADEO,December,2020,2,0.0,2.0
AMADEO,January,2021,3,0.0,3.0
AMADEO,February,2021,2,0.0,2.0
AMADEO,March,2021,2,0.0,2.0
AMADEO,April,2021,1,0.0,1.0
AMADEO,May,2021,5,0.0,5.0
AMADEO,June,2021,3,0.0,3.0
AMADEO,July,2021,5,0.0,5.0
AMADEO,August,2021,4,0.0,4.0
AMADEO,September,2021,1,0.0,1.0
AMADEO,October,2021,1,0.0,1.0
AMADEO,November,2021,0,0.0,0.0
AMADEO,December,2021,4,0.0,4.0
AMADEO,January,2022,0,0.0,0.0
AMADEO,February,2022,3,0.0,3.0
AMADEO,March,2022,1,0.0,1.0
AMADEO,April,2022,0,0.0,0.0
AMADEO,May,2022,0,0.0,0.0
AMADEO,June,2022,2,0.0,2.0
AMADEO,July,2022,12,0.0,12.0
AMADEO,August,2022,28,0.0,28.0
AMADEO,September,2022,25,0.0,25.0
AMADEO,October,2022,25,0.0,25.0
AMADEO,November,2022,1,0.0,1.0
AMADEO,December,2022,3,0.0,3.0
AMADEO,January,2023,0,0.0,0.0
AMADEO,February,2023,0,0.0,0.0
AMADEO,March,2023,2,0.0,2.0
AMADEO,April,2023,4,0.0,4.0
AMADEO,May,2023,3,0.0,3.0
AMADEO,June,2023,4,0.0,4.0
AMADEO,July,2023,1,0.0,1.0
AMADEO,August,2023,2,0.0,2.0
AMADEO,September,2023,3,0.0,3.0
AMADEO,October,2023,10,0.0,10.0
AMADEO,November,2023,2,0.0,2.0
AMADEO,December,2023,1,0.0,1.0
AMADEO,January,2024,2,0.0,2.0
AMADEO,February,2024,1,0.0,1.0
AMADEO,March,2024,3,0.0,3.0
AMADEO,April,2024,1,0.0,1.0
AMADEO,May,2024,3,0.0,3.0
AMADEO,June,2024,1,0.0,1.0
AMADEO,July,2024,8,0.0,8.0
AMADEO,August,2024,14,0.0,14.0
AMADEO,September,2024,13,0.0,13.0
AMADEO,October,2024,11,0.0,11.0
AMADEO,November,2024,12,0.0,12.0
AMADEO,December,2024,10,0.0,10.0
BACOOR,January,2014,85,0.0,85.0
BACOOR,February,2014,42,0.0,42.0
BACOOR,March,2014,21,0.0,21.0
BACOOR,April,2014,9,0.0,9.0
BACOOR,May,2014,3,0.0,3.0
BACOOR,June,2014,6,0.0,6.0
BACOOR,July,2014,15,0.0,15.0
BACOOR,August,2014,25,1.0,26.0
BACOOR,September,2014,27,0.0,27.0
BACOOR,October,2014,61,0.0,61.0
BACOOR,November,2014,105,1.0,106.0
BACOOR,December,2014,61,0.0,61.0
BACOOR,January,2015,104,0.0,104.0
BACOOR,February,2015,72,0.0,72.0
BACOOR,March,2015,72,0.0,72.0
BACOOR,April,2015,72,0.0,72.0
BACOOR,May,2015,16,0.0,16.0
BACOOR,June,2015,11,0.0,11.0
BACOOR,July,2015,22,0.0,22.0
BACOOR,August,2015,58,0.0,58.0
BACOOR,September,2015,239,1.0,240.0
BACOOR,October,2015,477,1.0,478.0
BACOOR,November,2015,311,0.0,311.0
BACOOR,December,2015,108,1.0,109.0
BACOOR,January,2016,99,0.0,99.0
BACOOR,February,2016,71,0.0,71.0
BACOOR,March,2016,30,0.0,30.0
BACOOR,April,2016,19,0.0,19.0
BACOOR,May,2016,14,0.0,14.0
BACOOR,June,2016,9,0.0,9.0
BACOOR,July,2016,25,0.0,25.0
BACOOR,August,2016,53,0.0,53.0
BACOOR,September,2016,54,2.0,56.0
BACOOR,October,2016,54,0.0,54.0
BACOOR,November,2016,60,0.0,60.0
BACOOR,December,2016,59,0.0,59.0
BACOOR,January,2017,45,0.0,45.0
BACOOR,February,2017,29,0.0,29.0
BACOOR,March,2017,23,0.0,23.0
BACOOR,April,2017,14,0.0,14.0
BACOOR,May,2017,9,0.0,9.0
BACOOR,June,2017,17,0.0,17.0
BACOOR,July,2017,56,0.0,56.0
BACOOR,August,2017,89,1.0,90.0
BACOOR,September,2017,99,1.0,100.0
BACOOR,October,2017,82,4.0,86.0
BACOOR,November,2017,103,0.0,103.0
BACOOR,December,2017,79,0.0,79.0
BACOOR,January,2018,160,0.0,160.0
BACOOR,February,2018,88,0.0,88.0
BACOOR,March,2018,35,0.0,35.0
BACOOR,April,2018,15,0.0,15.0
BACOOR,May,2018,15,0.0,15.0
BACOOR,June,2018,10,0.0,10.0
BACOOR,July,2018,41,1.0,42.0
BACOOR,August,2018,103,0.0,103.0
BACOOR,September,2018,150,0.0,150.0
BACOOR,October,2018,244,5.0,249.0
BACOOR,November,2018,230,3.0,233.0
BACOOR,December,2018,154,0.0,154.0
BACOOR,January,2019,167,0.0,167.0
BACOOR,February,2019,100,0.0,100.0
BACOOR,March,2019,53,1.0,54.0
BACOOR,April,2019,8,0.0,8.0
BACOOR,May,2019,14,0.0,14.0
BACOOR,June,2019,26,0.0,26.0
BACOOR,July,2019,181,1.0,182.0
BACOOR,August,2019,392,0.0,392.0
BACOOR,September,2019,397,0.0,397.0
BACOOR,October,2019,334,1.0,335.0
BACOOR,November,2019,217,1.0,218.0
BACOOR,December,2019,175,0.0,175.0
BACOOR,January,2020,230,0.0,230.0
BACOOR,February,2020,75,0.0,75.0
BACOOR,March,2020,43,0.0,43.0
BACOOR,April,2020,4,0.0,4.0
BACOOR,May,2020,4,0.0,4.0
BACOOR,June,2020,3,0.0,3.0
BACOOR,July,2020,1,0.0,1.0
BACOOR,August,2020,7,0.0,7.0
BACOOR,September,2020,11,0.0,11.0
BACOOR,October,2020,19,0.0,19.0
BACOOR,November,2020,56,0.0,56.0
BACOOR,December,2020,61,0.0,61.0
BACOOR,January,2021,81,1.0,82.0
BACOOR,February,2021,67,0.0,67.0
BACOOR,March,2021,40,0.0,40.0
BACOOR,April,2021,14,0.0,14.0
BACOOR,May,2021,5,0.0,5.0
BACOOR,June,2021,12,0.0,12.0
BACOOR,July,2021,12,0.0,12.0
BACOOR,August,2021,9,1.0,10.0
BACOOR,September,2021,19,0.0,19.0
BACOOR,October,2021,42,0.0,42.0
BACOOR,November,2021,87,0.0,87.0
BACOOR,December,2021,57,0.0,57.0
BACOOR,January,2022,26,0.0,26.0
BACOOR,February,2022,30,0.0,30.0
BACOOR,March,2022,14,0.0,14.0
BACOOR,April,2022,21,0.0,21.0
BACOOR,May,2022,26,0.0,26.0
BACOOR,June,2022,37,0.0,37.0
BACOOR,July,2022,157,0.0,157.0
BACOOR,August,2022,183,0.0,183.0
BACOOR,September,2022,110,0.0,110.0
BACOOR,October,2022,110,0.0,110.0
BACOOR,November,2022,87,0.0,87.0
BACOOR,December,2022,92,0.0,92.0
BACOOR,January,2023,86,0.0,86.0
BACOOR,February,2023,44,0.0,44.0
BACOOR,March,2023,34,1.0,35.0
BACOOR,April,2023,24,0.0,24.0
BACOOR,May,2023,26,1.0,27.0
BACOOR,June,2023,59,0.0,59.0
BACOOR,July,2023,74,0.0,74.0
BACOOR,August,2023,81,0.0,81.0
BACOOR,September,2023,134,1.0,135.0
BACOOR,October,2023,209,0.0,209.0
BACOOR,November,2023,200,0.0,200.0
BACOOR,December,2023,124,1.0,125.0
BACOOR,January,2024,94,0.0,94.0
BACOOR,February,2024,43,0.0,43.0
BACOOR,March,2024,38,0.0,38.0
BACOOR,April,2024,27,0.0,27.0
BACOOR,May,2024,28,0.0,28.0
BACOOR,June,2024,27,0.0,27.0
BACOOR,July,2024,84,1.0,85.0
BACOOR,August,2024,179,2.0,181.0
BACOOR,September,2024,274,1.0,275.0
BACOOR,October,2024,505,2.0,507.0
BACOOR,November,2024,472,2.0,474.0
BACOOR,December,2024,388,2.0,390.0
CARMONA,January,2014,7,0.0,7.0
CARMONA,February,2014,4,0.0,4.0
CARMONA,March,2014,1,0.0,1.0
CARMONA,April,2014,3,0.0,3.0
CARMONA,May,2014,5,0.0,5.0
CARMONA,June,2014,1,0.0,1.0
CARMONA,July,2014,0,0.0,0.0
CARMONA,August,2014,6,0.0,6.0
CARMONA,September,2014,6,0.0,6.0
CARMONA,October,2014,5,0.0,5.0
CARMONA,November,2014,10,0.0,10.0
CARMONA,December,2014,1,0.0,1.0
CARMONA,January,2015,7,0.0,7.0
CARMONA,February,2015,8,0.0,8.0
CARMONA,March,2015,8,0.0,8.0
CARMONA,April,2015,8,0.0,8.0
CARMONA,May,2015,4,0.0,4.0
CARMONA,June,2015,4,0.0,4.0
CARMONA,July,2015,3,0.0,3.0
CARMONA,August,2015,12,0.0,12.0
CARMONA,September,2015,32,0.0,32.0
CARMONA,October,2015,65,0.0,65.0
CARMONA,November,2015,27,0.0,27.0
CARMONA,December,2015,9,0.0,9.0
CARMONA,January,2016,20,0.0,20.0
CARMONA,February,2016,18,0.0,18.0
CARMONA,March,2016,7,0.0,7.0
CARMONA,April,2016,1,0.0,1.0
CARMONA,May,2016,1,0.0,1.0
CARMONA,June,2016,2,0.0,2.0
CARMONA,July,2016,2,0.0,2.0
CARMONA,August,2016,11,0.0,11.0
CARMONA,September,2016,17,0.0,17.0
CARMONA,October,2016,5,0.0,5.0
CARMONA,November,2016,5,0.0,5.0
CARMONA,December,2016,5,0.0,5.0
CARMONA,January,2017,2,0.0,2.0
CARMONA,February,2017,1,0.0,1.0
CARMONA,March,2017,0,0.0,0.0
CARMONA,April,2017,1,0.0,1.0
CARMONA,May,2017,1,0.0,1.0
CARMONA,June,2017,5,0.0,5.0
CARMONA,July,2017,15,0.0,15.0
CARMONA,August,2017,13,0.0,13.0
CARMONA,September,2017,4,0.0,4.0
CARMONA,October,2017,8,0.0,8.0
CARMONA,November,2017,7,0.0,7.0
CARMONA,December,2017,8,0.0,8.0
CARMONA,January,2018,30,1.0,31.0
CARMONA,February,2018,16,0.0,16.0
CARMONA,March,2018,4,0.0,4.0
CARMONA,April,2018,5,0.0,5.0
CARMONA,May,2018,0,0.0,0.0
CARMONA,June,2018,2,0.0,2.0
CARMONA,July,2018,7,0.0,7.0
CARMONA,August,2018,13,0.0,13.0
CARMONA,September,2018,54,1.0,55.0
CARMONA,October,2018,38,0.0,38.0
CARMONA,November,2018,35,0.0,35.0
CARMONA,December,2018,45,0.0,45.0
CARMONA,January,2019,60,0.0,60.0
CARMONA,February,2019,69,0.0,69.0
CARMONA,March,2019,35,0.0,35.0
CARMONA,April,2019,16,0.0,16.0
CARMONA,May,2019,11,0.0,11.0
CARMONA,June,2019,41,1.0,42.0
CARMONA,July,2019,151,2.0,153.0
CARMONA,August,2019,289,0.0,289.0
CARMONA,September,2019,195,1.0,196.0
CARMONA,October,2019,142,0.0,142.0
CARMONA,November,2019,65,0.0,65.0
CARMONA,December,2019,27,0.0,27.0
CARMONA,January,2020,60,0.0,60.0
CARMONA,February,2020,19,0.0,19.0
CARMONA,March,2020,2,0.0,2.0
CARMONA,April,2020,0,0.0,0.0
CARMONA,May,2020,0,0.0,0.0
CARMONA,June,2020,0,0.0,0.0
CARMONA,July,2020,0,0.0,0.0
CARMONA,August,2020,0,0.0,0.0
CARMONA,September,2020,1,0.0,1.0
CARMONA,October,2020,1,0.0,1.0
CARMONA,November,2020,1,0.0,1.0
CARMONA,December,2020,4,0.0,4.0
CARMONA,January,2021,13,0.0,13.0
CARMONA,February,2021,41,0.0,41.0
CARMONA,March,2021,20,0.0,20.0
CARMONA,April,2021,0,0.0,0.0
CARMONA,May,2021,4,0.0,4.0
CARMONA,June,2021,10,0.0,10.0
CARMONA,July,2021,5,0.0,5.0
CARMONA,August,2021,7,0.0,7.0
CARMONA,September,2021,4,0.0,4.0
CARMONA,October,2021,30,0.0,30.0
CARMONA,November,2021,35,0.0,35.0
CARMONA,December,2021,15,0.0,15.0
CARMONA,January,2022,4,0.0,4.0
CARMONA,February,2022,7,0.0,7.0
CARMONA,March,2022,6,0.0,6.0
CARMONA,April,2022,13,0.0,13.0
CARMONA,May,2022,9,0.0,9.0
CARMONA,June,2022,22,0.0,22.0
CARMONA,July,2022,39,0.0,39.0
CARMONA,August,2022,64,0.0,64.0
CARMONA,September,2022,57,0.0,57.0
CARMONA,October,2022,57,0.0,57.0
CARMONA,November,2022,28,0.0,28.0
CARMONA,December,2022,13,0.0,13.0
CARMONA,January,2023,21,0.0,21.0
CARMONA,February,2023,8,0.0,8.0
CARMONA,March,2023,4,0.0,4.0
CARMONA,April,2023,5,0.0,5.0
CARMONA,May,2023,8,0.0,8.0
CARMONA,June,2023,21,0.0,21.0
CARMONA,July,2023,16,0.0,16.0
CARMONA,August,2023,9,0.0,9.0
CARMONA,September,2023,9,0.0,9.0
CARMONA,October,2023,14,0.0,14.0
CARMONA,November,2023,14,0.0,14.0
CARMONA,December,2023,5,0.0,5.0
CARMONA,January,2024,8,0.0,8.0
CARMONA,February,2024,5,0.0,5.0
CARMONA,March,2024,2,0.0,2.0
CARMONA,April,2024,1,0.0,1.0
CARMONA,May,2024,2,0.0,2.0
CARMONA,June,2024,1,0.0,1.0
CARMONA,July,2024,10,0.0,10.0
CARMONA,August,2024,40,0.0,40.0
CARMONA,September,2024,74,0.0,74.0
CARMONA,October,2024,116,0.0,116.0
CARMONA,November,2024,108,0.0,108.0
CARMONA,December,2024,81,0.0,81.0
CAVITE CITY,January,2014,6,0.0,6.0
CAVITE CITY,February,2014,5,0.0,5.0
CAVITE CITY,March,2014,1,0.0,1.0
CAVITE CITY,April,2014,0,0.0,0.0
CAVITE CITY,May,2014,0,0.0,0.0
CAVITE CITY,June,2014,0,0.0,0.0
CAVITE CITY,July,2014,1,0.0,1.0
CAVITE CITY,August,2014,2,0.0,2.0
CAVITE CITY,September,2014,5,0.0,5.0
CAVITE CITY,October,2014,5,0.0,5.0
CAVITE CITY,November,2014,3,0.0,3.0
CAVITE CITY,December,2014,3,0.0,3.0
CAVITE CITY,January,2015,17,0.0,17.0
CAVITE CITY,February,2015,16,0.0,16.0
CAVITE CITY,March,2015,16,0.0,16.0
CAVITE CITY,April,2015,16,0.0,16.0
CAVITE CITY,May,2015,3,0.0,3.0
CAVITE CITY,June,2015,7,0.0,7.0
CAVITE CITY,July,2015,7,0.0,7.0
CAVITE CITY,August,2015,12,0.0,12.0
CAVITE CITY,September,2015,25,0.0,25.0
CAVITE CITY,October,2015,71,0.0,71.0
CAVITE CITY,November,2015,43,0.0,43.0
CAVITE CITY,December,2015,25,0.0,25.0
CAVITE CITY,January,2016,26,0.0,26.0
CAVITE CITY,February,2016,15,0.0,15.0
CAVITE CITY,March,2016,4,0.0,4.0
CAVITE CITY,April,2016,4,0.0,4.0
CAVITE CITY,May,2016,0,0.0,0.0
CAVITE CITY,June,2016,0,0.0,0.0
CAVITE CITY,July,2016,2,0.0,2.0
CAVITE CITY,August,2016,5,0.0,5.0
CAVITE CITY,September,2016,12,0.0,12.0
CAVITE CITY,October,2016,11,0.0,11.0
CAVITE CITY,November,2016,13,0.0,13.0
CAVITE CITY,December,2016,10,0.0,10.0
CAVITE CITY,January,2017,8,0.0,8.0
CAVITE CITY,February,2017,13,0.0,13.0
CAVITE CITY,March,2017,5,0.0,5.0
CAVITE CITY,April,2017,5,0.0,5.0
CAVITE CITY,May,2017,2,0.0,2.0
CAVITE CITY,June,2017,3,0.0,3.0
CAVITE CITY,July,2017,20,0.0,20.0
CAVITE CITY,August,2017,27,0.0,27.0
CAVITE CITY,September,2017,13,0.0,13.0
CAVITE CITY,October,2017,11,0.0,11.0
CAVITE CITY,November,2017,11,0.0,11.0
CAVITE CITY,December,2017,6,0.0,6.0
CAVITE CITY,January,2018,35,0.0,35.0
CAVITE CITY,February,2018,22,0.0,22.0
CAVITE CITY,March,2018,12,0.0,12.0
CAVITE CITY,April,2018,5,0.0,5.0
CAVITE CITY,May,2018,3,0.0,3.0
CAVITE CITY,June,2018,1,0.0,1.0
CAVITE CITY,July,2018,7,0.0,7.0
CAVITE CITY,August,2018,8,0.0,8.0
CAVITE CITY,September,2018,11,0.0,11.0
CAVITE CITY,October,2018,17,0.0,17.0
CAVITE CITY,November,2018,16,0.0,16.0
CAVITE CITY,December,2018,14,0.0,14.0
CAVITE CITY,January,2019,18,0.0,18.0
CAVITE CITY,February,2019,21,0.0,21.0
CAVITE CITY,March,2019,15,0.0,15.0
CAVITE CITY,April,2019,4,0.0,4.0
CAVITE CITY,May,2019,1,0.0,1.0
CAVITE CITY,June,2019,8,0.0,8.0
CAVITE CITY,July,2019,42,0.0,42.0
CAVITE CITY,August,2019,69,0.0,69.0
CAVITE CITY,September,2019,57,1.0,58.0
CAVITE CITY,October,2019,108,0.0,108.0
CAVITE CITY,November,2019,40,0.0,40.0
CAVITE CITY,December,2019,59,1.0,60.0
CAVITE CITY,January,2020,53,0.0,53.0
CAVITE CITY,February,2020,38,0.0,38.0
CAVITE CITY,March,2020,9,0.0,9.0
CAVITE CITY,April,2020,0,0.0,0.0
CAVITE CITY,May,2020,0,0.0,0.0
CAVITE CITY,June,2020,1,0.0,1.0
CAVITE CITY,July,2020,1,0.0,1.0
CAVITE CITY,August,2020,0,0.0,0.0
CAVITE CITY,September,2020,3,0.0,3.0
CAVITE CITY,October,2020,3,0.0,3.0
CAVITE CITY,November,2020,0,0.0,0.0
CAVITE CITY,December,2020,2,0.0,2.0
CAVITE CITY,January,2021,26,0.0,26.0
CAVITE CITY,February,2021,14,0.0,14.0
CAVITE CITY,March,2021,15,0.0,15.0
CAVITE CITY,April,2021,8,0.0,8.0
CAVITE CITY,May,2021,0,0.0,0.0
CAVITE CITY,June,2021,2,0.0,2.0
CAVITE CITY,July,2021,0,0.0,0.0
CAVITE CITY,August,2021,0,0.0,0.0
CAVITE CITY,September,2021,0,0.0,0.0
CAVITE CITY,October,2021,14,0.0,14.0
CAVITE CITY,November,2021,14,0.0,14.0
CAVITE CITY,December,2021,2,0.0,2.0
CAVITE CITY,January,2022,4,0.0,4.0
CAVITE CITY,February,2022,6,0.0,6.0
CAVITE CITY,March,2022,4,0.0,4.0
CAVITE CITY,April,2022,4,0.0,4.0
CAVITE CITY,May,2022,5,0.0,5.0
CAVITE CITY,June,2022,0,0.0,0.0
CAVITE CITY,July,2022,9,1.0,10.0
CAVITE CITY,August,2022,17,0.0,17.0
CAVITE CITY,September,2022,38,0.0,38.0
CAVITE CITY,October,2022,38,0.0,38.0
CAVITE CITY,November,2022,11,0.0,11.0
CAVITE CITY,December,2022,7,0.0,7.0
CAVITE CITY,January,2023,7,0.0,7.0
CAVITE CITY,February,2023,11,0.0,11.0
CAVITE CITY,March,2023,11,0.0,11.0
CAVITE CITY,April,2023,4,0.0,4.0
CAVITE CITY,May,2023,10,0.0,10.0
CAVITE CITY,June,2023,10,0.0,10.0
