,City/Municipality,Month,Year,Alive,Death
1212,IMUS,January,2016,108,0.0
1213,IMUS,February,2016,49,0.0
1214,IMUS,March,2016,37,0.0
1215,IMUS,April,2016,15,0.0
1216,IMUS,May,2016,10,0.0
1217,IMUS,June,2016,20,0.0
1218,IMUS,July,2016,39,0.0
1219,IMUS,August,2016,79,0.0
1220,IMUS,September,2016,79,0.0
1221,IMUS,October,2016,89,0.0
1222,IMUS,November,2016,63,0.0
1223,IMUS,December,2016,61,0.0
1224,IMUS,January,2017,61,1.0
1225,IMUS,February,2017,53,0.0
1226,IMUS,March,2017,40,1.0
1227,IMUS,April,2017,19,0.0
1228,IMUS,May,2017,13,0.0
1229,IMUS,June,2017,21,0.0
1230,IMUS,July,2017,55,0.0
1231,IMUS,August,2017,71,0.0
1232,IMUS,September,2017,66,0.0
1233,IMUS,October,2017,92,0.0
1234,IMUS,November,2017,161,0.0
1235,IMUS,December,2017,118,0.0
1236,IMUS,January,2018,131,0.0
1237,IMUS,February,2018,74,0.0
1238,IMUS,March,2018,36,1.0
1239,IMUS,April,2018,15,1.0
1240,IMUS,May,2018,15,0.0
1241,IMUS,June,2018,22,0.0
1242,IMUS,July,2018,25,0.0
1243,IMUS,August,2018,47,0.0
1244,IMUS,September,2018,100,2.0
1245,IMUS,October,2018,176,1.0
1246,IMUS,November,2018,177,0.0
1247,IMUS,December,2018,126,0.0
1248,IMUS,January,2019,127,0.0
1249,IMUS,February,2019,88,0.0
1250,IMUS,March,2019,30,0.0
1251,IMUS,April,2019,17,0.0
1252,IMUS,May,2019,11,0.0
1253,IMUS,June,2019,30,0.0
1254,IMUS,July,2019,234,1.0
1255,IMUS,August,2019,410,1.0
1256,IMUS,September,2019,602,1.0
1257,IMUS,October,2019,426,3.0
1258,IMUS,November,2019,340,0.0
1259,IMUS,December,2019,257,3.0
1260,IMUS,January,2020,289,0.0
1261,IMUS,February,2020,120,0.0
1262,IMUS,March,2020,41,0.0
1263,IMUS,April,2020,1,0.0
1264,IMUS,May,2020,6,0.0
1265,IMUS,June,2020,3,0.0
1266,IMUS,July,2020,7,0.0
1267,IMUS,August,2020,5,0.0
1268,IMUS,September,2020,10,0.0
1269,IMUS,October,2020,9,0.0
1270,IMUS,November,2020,25,0.0
1271,IMUS,December,2020,34,1.0
1272,IMUS,January,2021,70,1.0
1273,IMUS,February,2021,40,0.0
1274,IMUS,March,2021,29,1.0
1275,IMUS,April,2021,30,0.0
1276,IMUS,May,2021,11,0.0
1277,IMUS,June,2021,21,0.0
1278,IMUS,July,2021,30,0.0
1279,IMUS,August,2021,19,0.0
1280,IMUS,September,2021,15,0.0
1281,IMUS,October,2021,63,0.0
1282,IMUS,November,2021,121,0.0
1283,IMUS,December,2021,89,0.0
1284,IMUS,January,2022,21,0.0
1285,IMUS,February,2022,39,0.0
1286,IMUS,March,2022,18,0.0
1287,IMUS,April,2022,35,0.0
1288,IMUS,May,2022,31,0.0
1289,IMUS,June,2022,69,0.0
1290,IMUS,July,2022,187,0.0
1291,IMUS,August,2022,264,0.0
1292,IMUS,September,2022,184,0.0
1293,IMUS,October,2022,184,0.0
1294,IMUS,November,2022,146,0.0
1295,IMUS,December,2022,90,0.0
1296,IMUS,January,2023,126,0.0
1297,IMUS,February,2023,76,0.0
1298,IMUS,March,2023,60,0.0
1299,IMUS,April,2023,66,0.0
1300,IMUS,May,2023,36,0.0
1301,IMUS,June,2023,66,0.0
1302,IMUS,July,2023,33,0.0
1303,IMUS,August,2023,47,0.0
1304,IMUS,September,2023,57,0.0
1305,IMUS,October,2023,142,0.0
1306,IMUS,November,2023,190,0.0
1307,IMUS,December,2023,107,0.0
1308,IMUS,January,2024,89,0.0
1309,IMUS,February,2024,42,0.0
1310,IMUS,March,2024,23,0.0
1311,IMUS,April,2024,26,0.0
1312,IMUS,May,2024,10,0.0
1313,IMUS,June,2024,14,0.0
1314,IMUS,July,2024,112,0.0
1315,IMUS,August,2024,242,1.0
1316,IMUS,September,2024,285,2.0
1317,IMUS,October,2024,450,2.0
1318,IMUS,November,2024,555,1.0
1319,IMUS,December,2024,486,0.0
1320,INDANG,January,2014,1,0.0
1321,INDANG,February,2014,1,0.0
1322,INDANG,March,2014,0,0.0
1323,INDANG,April,2014,0,0.0
1324,INDANG,May,2014,2,0.0
1325,INDANG,June,2014,1,0.0
1326,INDANG,July,2014,6,0.0
1327,INDANG,August,2014,5,0.0
1328,INDANG,September,2014,7,0.0
1329,INDANG,October,2014,2,0.0
1330,INDANG,November,2014,6,0.0
1331,INDANG,December,2014,4,0.0
1332,INDANG,January,2015,5,0.0
1333,INDANG,February,2015,3,0.0
1334,INDANG,March,2015,3,0.0
1335,INDANG,April,2015,3,0.0
1336,INDANG,May,2015,5,0.0
1337,INDANG,June,2015,10,1.0
1338,INDANG,July,2015,28,0.0
1339,INDANG,August,2015,36,0.0
1340,INDANG,September,2015,46,1.0
1341,INDANG,October,2015,49,0.0
1342,INDANG,November,2015,32,0.0
1343,INDANG,December,2015,14,0.0
1344,INDANG,January,2016,7,0.0
1345,INDANG,February,2016,6,0.0
1346,INDANG,March,2016,6,0.0
1347,INDANG,April,2016,4,0.0
1348,INDANG,May,2016,1,0.0
1349,INDANG,June,2016,7,0.0
1350,INDANG,July,2016,17,0.0
1351,INDANG,August,2016,29,0.0
1352,INDANG,September,2016,17,0.0
1353,INDANG,October,2016,10,0.0
1354,INDANG,November,2016,2,0.0
1355,INDANG,December,2016,3,0.0
1356,INDANG,January,2017,6,0.0
1357,INDANG,February,2017,8,0.0
1358,INDANG,March,2017,11,0.0
1359,INDANG,April,2017,4,0.0
1360,INDANG,May,2017,4,0.0
1361,INDANG,June,2017,10,0.0
1362,INDANG,July,2017,18,0.0
1363,INDANG,August,2017,20,0.0
1364,INDANG,September,2017,23,0.0
1365,INDANG,October,2017,18,0.0
1366,INDANG,November,2017,5,0.0
1367,INDANG,December,2017,3,0.0
1368,INDANG,January,2018,16,0.0
1369,INDANG,February,2018,14,0.0
1370,INDANG,March,2018,10,0.0
1371,INDANG,April,2018,7,0.0
1372,INDANG,May,2018,3,0.0
1373,INDANG,June,2018,6,0.0
1374,INDANG,July,2018,10,0.0
1375,INDANG,August,2018,9,0.0
1376,INDANG,September,2018,13,0.0
1377,INDANG,October,2018,11,0.0
1378,INDANG,November,2018,13,0.0
1379,INDANG,December,2018,10,0.0
1380,INDANG,January,2019,13,0.0
1381,INDANG,February,2019,10,0.0
1382,INDANG,March,2019,4,0.0
1383,INDANG,April,2019,5,0.0
1384,INDANG,May,2019,7,0.0
1385,INDANG,June,2019,55,0.0
1386,INDANG,July,2019,116,1.0
1387,INDANG,August,2019,86,0.0
1388,INDANG,September,2019,73,0.0
1389,INDANG,October,2019,35,1.0
1390,INDANG,November,2019,8,0.0
1391,INDANG,December,2019,8,0.0
1392,INDANG,January,2020,12,0.0
1393,INDANG,February,2020,3,0.0
1394,INDANG,March,2020,2,0.0
1395,INDANG,April,2020,0,0.0
1396,INDANG,May,2020,0,0.0
1397,INDANG,June,2020,1,0.0
1398,INDANG,July,2020,0,0.0
1399,INDANG,August,2020,0,0.0
1400,INDANG,September,2020,0,0.0
1401,INDANG,October,2020,2,0.0
1402,INDANG,November,2020,3,0.0
1403,INDANG,December,2020,2,0.0
1404,INDANG,January,2021,4,0.0
1405,INDANG,February,2021,0,0.0
1406,INDANG,March,2021,2,0.0
1407,INDANG,April,2021,0,0.0
1408,INDANG,May,2021,3,0.0
1409,INDANG,June,2021,1,0.0
1410,INDANG,July,2021,3,0.0
1411,INDANG,August,2021,1,0.0
1412,INDANG,September,2021,1,0.0
1413,INDANG,October,2021,0,0.0
1414,INDANG,November,2021,0,0.0
1415,INDANG,December,2021,0,0.0
1416,INDANG,January,2022,0,0.0
1417,INDANG,February,2022,1,0.0
1418,INDANG,March,2022,1,0.0
1419,INDANG,April,2022,2,0.0
1420,INDANG,May,2022,20,0.0
1421,INDANG,June,2022,32,0.0
1422,INDANG,July,2022,59,0.0
1423,INDANG,August,2022,55,0.0
1424,INDANG,September,2022,24,0.0
1425,INDANG,October,2022,24,0.0
1426,INDANG,November,2022,2,0.0
1427,INDANG,December,2022,0,0.0
1428,INDANG,January,2023,4,0.0
1429,INDANG,February,2023,1,0.0
1430,INDANG,March,2023,3,0.0
1431,INDANG,April,2023,1,0.0
1432,INDANG,May,2023,3,0.0
1433,INDANG,June,2023,5,0.0
1434,INDANG,July,2023,2,1.0
1435,INDANG,August,2023,5,0.0
1436,INDANG,September,2023,3,0.0
1437,INDANG,October,2023,11,0.0
1438,INDANG,November,2023,7,0.0
1439,INDANG,December,2023,3,0.0
1440,INDANG,January,2024,10,0.0
1441,INDANG,February,2024,4,0.0
1442,INDANG,March,2024,3,0.0
1443,INDANG,April,2024,2,0.0
1444,INDANG,May,2024,4,0.0
1445,INDANG,June,2024,13,0.0
1446,INDANG,July,2024,52,0.0
1447,INDANG,August,2024,64,0.0
1448,INDANG,September,2024,20,1.0
1449,INDANG,October,2024,9,0.0
1450,INDANG,November,2024,20,0.0
1451,INDANG,December,2024,11,0.0
1452,KAWIT,January,2014,11,0.0
1453,KAWIT,February,2014,3,0.0
1454,KAWIT,March,2014,2,0.0
1455,KAWIT,April,2014,2,0.0
1456,KAWIT,May,2014,1,0.0
1457,KAWIT,June,2014,1,0.0
1458,KAWIT,July,2014,1,0.0
1459,KAWIT,August,2014,1,0.0
1460,KAWIT,September,2014,5,0.0
1461,KAWIT,October,2014,4,0.0
1462,KAWIT,November,2014,7,0.0
1463,KAWIT,December,2014,6,0.0
1464,KAWIT,January,2015,14,0.0
1465,KAWIT,February,2015,12,0.0
1466,KAWIT,March,2015,12,0.0
1467,KAWIT,April,2015,12,0.0
1468,KAWIT,May,2015,3,0.0
1469,KAWIT,June,2015,4,0.0
1470,KAWIT,July,2015,10,0.0
1471,KAWIT,August,2015,9,0.0
1472,KAWIT,September,2015,51,0.0
1473,KAWIT,October,2015,86,1.0
1474,KAWIT,November,2015,73,0.0
1475,KAWIT,December,2015,16,0.0
1476,KAWIT,January,2016,36,0.0
1477,KAWIT,February,2016,12,0.0
1478,KAWIT,March,2016,10,0.0
1479,KAWIT,April,2016,7,0.0
1480,KAWIT,May,2016,5,0.0
1481,KAWIT,June,2016,1,0.0
1482,KAWIT,July,2016,6,0.0
1483,KAWIT,August,2016,26,0.0
1484,KAWIT,September,2016,15,0.0
1485,KAWIT,October,2016,12,0.0
1486,KAWIT,November,2016,22,0.0
1487,KAWIT,December,2016,14,0.0
1488,KAWIT,January,2017,13,0.0
1489,KAWIT,February,2017,8,0.0
1490,KAWIT,March,2017,2,0.0
1491,KAWIT,April,2017,5,0.0
1492,KAWIT,May,2017,2,0.0
1493,KAWIT,June,2017,3,0.0
1494,KAWIT,July,2017,10,0.0
1495,KAWIT,August,2017,13,0.0
1496,KAWIT,September,2017,11,0.0
1497,KAWIT,October,2017,18,0.0
1498,KAWIT,November,2017,35,0.0
1499,KAWIT,December,2017,41,0.0
1500,KAWIT,January,2018,31,0.0
1501,KAWIT,February,2018,16,0.0
1502,KAWIT,March,2018,10,0.0
1503,KAWIT,April,2018,12,1.0
1504,KAWIT,May,2018,4,0.0
1505,KAWIT,June,2018,3,0.0
1506,KAWIT,July,2018,13,0.0
1507,KAWIT,August,2018,12,0.0
1508,KAWIT,September,2018,21,0.0
1509,KAWIT,October,2018,21,0.0
1510,KAWIT,November,2018,37,0.0
1511,KAWIT,December,2018,25,0.0
1512,KAWIT,January,2019,30,0.0
1513,KAWIT,February,2019,26,0.0
1514,KAWIT,March,2019,6,0.0
1515,KAWIT,April,2019,1,0.0
1516,KAWIT,May,2019,2,0.0
1517,KAWIT,June,2019,0,0.0
1518,KAWIT,July,2019,23,0.0
1519,KAWIT,August,2019,67,0.0
1520,KAWIT,September,2019,81,0.0
1521,KAWIT,October,2019,40,0.0
1522,KAWIT,November,2019,43,0.0
1523,KAWIT,December,2019,18,0.0
1524,KAWIT,January,2020,37,0.0
1525,KAWIT,February,2020,17,0.0
1526,KAWIT,March,2020,3,0.0
1527,KAWIT,April,2020,0,0.0
1528,KAWIT,May,2020,0,0.0
1529,KAWIT,June,2020,0,0.0
1530,KAWIT,July,2020,0,0.0
1531,KAWIT,August,2020,1,0.0
1532,KAWIT,September,2020,0,0.0
1533,KAWIT,October,2020,3,0.0
1534,KAWIT,November,2020,2,0.0
1535,KAWIT,December,2020,2,0.0
1536,KAWIT,January,2021,9,0.0
1537,KAWIT,February,2021,2,0.0
1538,KAWIT,March,2021,2,0.0
1539,KAWIT,April,2021,1,0.0
1540,KAWIT,May,2021,3,0.0
1541,KAWIT,June,2021,0,0.0
1542,KAWIT,July,2021,2,0.0
1543,KAWIT,August,2021,2,0.0
1544,KAWIT,September,2021,1,0.0
1545,KAWIT,October,2021,5,0.0
1546,KAWIT,November,2021,11,0.0
1547,KAWIT,December,2021,4,0.0
1548,KAWIT,January,2022,4,0.0
1549,KAWIT,February,2022,1,0.0
1550,KAWIT,March,2022,2,0.0
1551,KAWIT,April,2022,0,0.0
1552,KAWIT,May,2022,0,0.0
1553,KAWIT,June,2022,5,0.0
1554,KAWIT,July,2022,10,0.0
1555,KAWIT,August,2022,22,0.0
1556,KAWIT,September,2022,13,0.0
1557,KAWIT,October,2022,13,0.0
1558,KAWIT,November,2022,14,0.0
1559,KAWIT,December,2022,8,0.0
1560,KAWIT,January,2023,14,0.0
1561,KAWIT,February,2023,13,0.0
1562,KAWIT,March,2023,7,0.0
1563,KAWIT,April,2023,12,0.0
1564,KAWIT,May,2023,8,0.0
1565,KAWIT,June,2023,9,0.0
1566,KAWIT,July,2023,11,1.0
1567,KAWIT,August,2023,7,0.0
1568,KAWIT,September,2023,13,0.0
1569,KAWIT,October,2023,5,0.0
1570,KAWIT,November,2023,18,0.0
1571,KAWIT,December,2023,8,0.0
1572,KAWIT,January,2024,9,0.0
1573,KAWIT,February,2024,7,0.0
1574,KAWIT,March,2024,2,0.0
1575,KAWIT,April,2024,0,0.0
1576,KAWIT,May,2024,1,0.0
1577,KAWIT,June,2024,3,0.0
1578,KAWIT,July,2024,12,0.0
1579,KAWIT,August,2024,27,1.0
1580,KAWIT,September,2024,36,0.0
1581,KAWIT,October,2024,75,0.0
1582,KAWIT,November,2024,108,1.0
1583,KAWIT,December,2024,86,0.0
1584,MAGALLANES,January,2014,0,0.0
1585,MAGALLANES,February,2014,0,0.0
1586,MAGALLANES,March,2014,0,0.0
1587,MAGALLANES,April,2014,1,0.0
1588,MAGALLANES,May,2014,0,0.0
1589,MAGALLANES,June,2014,0,0.0
1590,MAGALLANES,July,2014,8,0.0
1591,MAGALLANES,August,2014,2,0.0
1592,MAGALLANES,September,2014,0,0.0
1593,MAGALLANES,October,2014,3,0.0
1594,MAGALLANES,November,2014,2,0.0
1595,MAGALLANES,December,2014,3,0.0
1596,MAGALLANES,January,2015,0,0.0
1597,MAGALLANES,February,2015,0,0.0
1598,MAGALLANES,March,2015,0,0.0
1599,MAGALLANES,April,2015,0,0.0
1600,MAGALLANES,May,2015,2,0.0
1601,MAGALLANES,June,2015,4,0.0
1602,MAGALLANES,July,2015,5,0.0
1603,MAGALLANES,August,2015,9,0.0
1604,MAGALLANES,September,2015,12,0.0
1605,MAGALLANES,October,2015,5,0.0
1606,MAGALLANES,November,2015,7,0.0
1607,MAGALLANES,December,2015,3,0.0
1608,MAGALLANES,January,2016,1,0.0
1609,MAGALLANES,February,2016,2,0.0
1610,MAGALLANES,March,2016,0,0.0
1611,MAGALLANES,April,2016,0,0.0
1612,MAGALLANES,May,2016,0,0.0
1613,MAGALLANES,June,2016,2,0.0
1614,MAGALLANES,July,2016,1,0.0
1615,MAGALLANES,August,2016,0,0.0
1616,MAGALLANES,September,2016,4,0.0
1617,MAGALLANES,October,2016,1,0.0
1618,MAGALLANES,November,2016,0,0.0
1619,MAGALLANES,December,2016,1,0.0
1620,MAGALLANES,January,2017,2,0.0
1621,MAGALLANES,February,2017,1,0.0
1622,MAGALLANES,March,2017,0,0.0
1623,MAGALLANES,April,2017,0,0.0
1624,MAGALLANES,May,2017,0,0.0
1625,MAGALLANES,June,2017,1,0.0
1626,MAGALLANES,July,2017,3,0.0
1627,MAGALLANES,August,2017,5,0.0
1628,MAGALLANES,September,2017,2,0.0
1629,MAGALLANES,October,2017,2,0.0
1630,MAGALLANES,November,2017,1,0.0
1631,MAGALLANES,December,2017,1,0.0
1632,MAGALLANES,January,2018,0,0.0
1633,MAGALLANES,February,2018,1,0.0
1634,MAGALLANES,March,2018,1,0.0
1635,MAGALLANES,April,2018,0,0.0
1636,MAGALLANES,May,2018,1,0.0
1637,MAGALLANES,June,2018,0,0.0
1638,MAGALLANES,July,2018,8,0.0
1639,MAGALLANES,August,2018,2,0.0
1640,MAGALLANES,September,2018,3,0.0
1641,MAGALLANES,October,2018,0,0.0
1642,MAGALLANES,November,2018,0,0.0
1643,MAGALLANES,December,2018,0,0.0
1644,MAGALLANES,January,2019,3,0.0
1645,MAGALLANES,February,2019,3,0.0
1646,MAGALLANES,March,2019,1,0.0
1647,MAGALLANES,April,2019,0,0.0
1648,MAGALLANES,May,2019,0,0.0
1649,MAGALLANES,June,2019,3,0.0
1650,MAGALLANES,July,2019,42,0.0
1651,MAGALLANES,August,2019,19,0.0
1652,MAGALLANES,September,2019,8,0.0
1653,MAGALLANES,October,2019,3,0.0
1654,MAGALLANES,November,2019,2,0.0
1655,MAGALLANES,December,2019,0,0.0
1656,MAGALLANES,January,2020,1,0.0
1657,MAGALLANES,February,2020,0,0.0
1658,MAGALLANES,March,2020,2,0.0
1659,MAGALLANES,April,2020,0,0.0
1660,MAGALLANES,May,2020,0,0.0
1661,MAGALLANES,June,2020,0,0.0
1662,MAGALLANES,July,2020,1,0.0
1663,MAGALLANES,August,2020,0,0.0
1664,MAGALLANES,September,2020,0,0.0
1665,MAGALLANES,October,2020,0,0.0
1666,MAGALLANES,November,2020,0,0.0
1667,MAGALLANES,December,2020,0,0.0
1668,MAGALLANES,January,2021,0,0.0
1669,MAGALLANES,February,2021,2,0.0
1670,MAGALLANES,March,2021,0,0.0
1671,MAGALLANES,April,2021,0,0.0
1672,MAGALLANES,May,2021,0,0.0
1673,MAGALLANES,June,2021,0,0.0
1674,MAGALLANES,July,2021,2,0.0
1675,MAGALLANES,August,2021,0,0.0
1676,MAGALLANES,September,2021,0,0.0
1677,MAGALLANES,October,2021,0,0.0
1678,MAGALLANES,November,2021,0,0.0
1679,MAGALLANES,December,2021,0,0.0
1680,MAGALLANES,January,2022,0,0.0
1681,MAGALLANES,February,2022,0,0.0
1682,MAGALLANES,March,2022,0,0.0
1683,MAGALLANES,April,2022,0,0.0
1684,MAGALLANES,May,2022,0,0.0
1685,MAGALLANES,June,2022,2,0.0
1686,MAGALLANES,July,2022,6,0.0
1687,MAGALLANES,August,2022,2,0.0
1688,MAGALLANES,September,2022,3,0.0
1689,MAGALLANES,October,2022,3,0.0
1690,MAGALLANES,November,2022,0,0.0
1691,MAGALLANES,December,2022,0,0.0
1692,MAGALLANES,January,2023,1,0.0
1693,MAGALLANES,February,2023,1,0.0
1694,MAGALLANES,March,2023,0,0.0
1695,MAGALLANES,April,2023,1,0.0
1696,MAGALLANES,May,2023,3,0.0
1697,MAGALLANES,June,2023,3,0.0
1698,MAGALLANES,July,2023,9,0.0
1699,MAGALLANES,August,2023,3,0.0
1700,MAGALLANES,September,2023,2,0.0
1701,MAGALLANES,October,2023,2,0.0
1702,MAGALLANES,November,2023,0,0.0
1703,MAGALLANES,December,2023,1,0.0
1704,MAGALLANES,January,2024,3,0.0
1705,MAGALLANES,February,2024,2,0.0
1706,MAGALLANES,March,2024,4,0.0
1707,MAGALLANES,April,2024,4,0.0
1708,MAGALLANES,May,2024,5,0.0
1709,MAGALLANES,June,2024,38,0.0
1710,MAGALLANES,July,2024,81,0.0
1711,MAGALLANES,August,2024,78,0.0
1712,MAGALLANES,September,2024,27,0.0
1713,MAGALLANES,October,2024,14,0.0
1714,MAGALLANES,November,2024,4,0.0
1715,MAGALLANES,December,2024,1,0.0
1716,MARAGONDON,January,2014,0,1.0
1717,MARAGONDON,February,2014,1,0.0
1718,MARAGONDON,March,2014,3,0.0
1719,MARAGONDON,April,2014,0,0.0
1720,MARAGONDON,May,2014,0,0.0
1721,MARAGONDON,June,2014,0,0.0
1722,MARAGONDON,July,2014,1,0.0
1723,MARAGONDON,August,2014,5,0.0
1724,MARAGONDON,September,2014,3,0.0
1725,MARAGONDON,October,2014,2,0.0
1726,MARAGONDON,November,2014,10,0.0
1727,MARAGONDON,December,2014,8,0.0
1728,MARAGONDON,January,2015,6,0.0
1729,MARAGONDON,February,2015,15,0.0
1730,MARAGONDON,March,2015,15,0.0
1731,MARAGONDON,April,2015,15,0.0
1732,MARAGONDON,May,2015,3,0.0
1733,MARAGONDON,June,2015,1,0.0
1734,MARAGONDON,July,2015,18,0.0
1735,MARAGONDON,August,2015,4,0.0
1736,MARAGONDON,September,2015,25,0.0
1737,MARAGONDON,October,2015,19,0.0
1738,MARAGONDON,November,2015,17,0.0
1739,MARAGONDON,December,2015,0,0.0
1740,MARAGONDON,January,2016,8,0.0
1741,MARAGONDON,February,2016,3,0.0
1742,MARAGONDON,March,2016,2,0.0
1743,MARAGONDON,April,2016,1,0.0
1744,MARAGONDON,May,2016,1,0.0
1745,MARAGONDON,June,2016,0,0.0
1746,MARAGONDON,July,2016,4,0.0
1747,MARAGONDON,August,2016,5,0.0
1748,MARAGONDON,September,2016,1,0.0
1749,MARAGONDON,October,2016,8,0.0
1750,MARAGONDON,November,2016,3,0.0
1751,MARAGONDON,December,2016,1,0.0
1752,MARAGONDON,January,2017,2,0.0
1753,MARAGONDON,February,2017,0,0.0
1754,MARAGONDON,March,2017,1,0.0
1755,MARAGONDON,April,2017,0,0.0
1756,MARAGONDON,May,2017,4,0.0
1757,MARAGONDON,June,2017,1,0.0
1758,MARAGONDON,July,2017,14,0.0
1759,MARAGONDON,August,2017,7,0.0
1760,MARAGONDON,September,2017,5,0.0
1761,MARAGONDON,October,2017,5,0.0
1762,MARAGONDON,November,2017,4,0.0
1763,MARAGONDON,December,2017,2,0.0
1764,MARAGONDON,January,2018,5,0.0
1765,MARAGONDON,February,2018,3,0.0
1766,MARAGONDON,March,2018,2,0.0
1767,MARAGONDON,April,2018,0,0.0
1768,MARAGONDON,May,2018,1,0.0
1769,MARAGONDON,June,2018,0,0.0
1770,MARAGONDON,July,2018,1,0.0
1771,MARAGONDON,August,2018,1,0.0
1772,MARAGONDON,September,2018,0,0.0
1773,MARAGONDON,October,2018,3,0.0
1774,MARAGONDON,November,2018,1,0.0
1775,MARAGONDON,December,2018,1,0.0
1776,MARAGONDON,January,2019,5,0.0
1777,MARAGONDON,February,2019,8,0.0
1778,MARAGONDON,March,2019,2,0.0
1779,MARAGONDON,April,2019,0,0.0
1780,MARAGONDON,May,2019,0,0.0
1781,MARAGONDON,June,2019,4,0.0
1782,MARAGONDON,July,2019,19,0.0
1783,MARAGONDON,August,2019,35,0.0
1784,MARAGONDON,September,2019,19,0.0
1785,MARAGONDON,October,2019,10,0.0
1786,MARAGONDON,November,2019,8,0.0
1787,MARAGONDON,December,2019,6,0.0
1788,MARAGONDON,January,2020,6,0.0
1789,MARAGONDON,February,2020,15,0.0
1790,MARAGONDON,March,2020,6,0.0
1791,MARAGONDON,April,2020,1,0.0
1792,MARAGONDON,May,2020,1,0.0
1793,MARAGONDON,June,2020,3,0.0
1794,MARAGONDON,July,2020,2,0.0
1795,MARAGONDON,August,2020,0,0.0
1796,MARAGONDON,September,2020,0,0.0
1797,MARAGONDON,October,2020,0,0.0
1798,MARAGONDON,November,2020,1,0.0
1799,MARAGONDON,December,2020,0,0.0
1800,MARAGONDON,January,2021,3,0.0
1801,MARAGONDON,February,2021,0,0.0
1802,MARAGONDON,March,2021,6,0.0
1803,MARAGONDON,April,2021,1,0.0
1804,MARAGONDON,May,2021,1,0.0
1805,MARAGONDON,June,2021,1,0.0
1806,MARAGONDON,July,2021,1,0.0
1807,MARAGONDON,August,2021,1,0.0
1808,MARAGONDON,September,2021,0,0.0
1809,MARAGONDON,October,2021,2,0.0
1810,MARAGONDON,November,2021,4,0.0
1811,MARAGONDON,December,2021,1,0.0
1812,MARAGONDON,January,2022,0,0.0
1813,MARAGONDON,February,2022,0,0.0
1814,MARAGONDON,March,2022,0,0.0
1815,MARAGONDON,April,2022,0,0.0
1816,MARAGONDON,May,2022,1,0.0
1817,MARAGONDON,June,2022,7,0.0
1818,MARAGONDON,July,2022,21,0.0
1819,MARAGONDON,August,2022,20,0.0
1820,MARAGONDON,September,2022,3,0.0
1821,MARAGONDON,October,2022,3,0.0
1822,MARAGONDON,November,2022,0,0.0
1823,MARAGONDON,December,2022,0,0.0
1824,MARAGONDON,January,2023,2,0.0
1825,MARAGONDON,February,2023,0,0.0
1826,MARAGONDON,March,2023,0,0.0
1827,MARAGONDON,April,2023,0,0.0
1828,MARAGONDON,May,2023,1,0.0
1829,MARAGONDON,June,2023,4,0.0
1830,MARAGONDON,July,2023,0,0.0
1831,MARAGONDON,August,2023,1,0.0
1832,MARAGONDON,September,2023,2,0.0
1833,MARAGONDON,October,2023,1,0.0
1834,MARAGONDON,November,2023,4,0.0
1835,MARAGONDON,December,2023,0,0.0
1836,MARAGONDON,January,2024,0,0.0
1837,MARAGONDON,February,2024,0,0.0
1838,MARAGONDON,March,2024,1,0.0
1839,MARAGONDON,April,2024,1,0.0
1840,MARAGONDON,May,2024,1,0.0
1841,MARAGONDON,June,2024,0,0.0
1842,MARAGONDON,July,2024,10,0.0
1843,MARAGONDON,August,2024,5,0.0
1844,MARAGONDON,September,2024,13,0.0
1845,MARAGONDON,October,2024,6,0.0
1846,MARAGONDON,November,2024,16,0.0
1847,MARAGONDON,December,2024,15,0.0
1848,MENDEZ,January,2014,1,0.0
1849,MENDEZ,February,2014,1,0.0
1850,MENDEZ,March,2014,0,0.0
1851,MENDEZ,April,2014,1,0.0
1852,MENDEZ,May,2014,0,0.0
1853,MENDEZ,June,2014,0,0.0
1854,MENDEZ,July,2014,0,0.0
1855,MENDEZ,August,2014,0,0.0
1856,MENDEZ,September,2014,3,0.0
1857,MENDEZ,October,2014,1,0.0
1858,MENDEZ,November,2014,1,0.0
1859,MENDEZ,December,2014,3,0.0
1860,MENDEZ,January,2015,2,0.0
1861,MENDEZ,February,2015,2,0.0
1862,MENDEZ,March,2015,2,0.0
1863,MENDEZ,April,2015,2,0.0
1864,MENDEZ,May,2015,3,0.0
1865,MENDEZ,June,2015,6,0.0
1866,MENDEZ,July,2015,21,0.0
1867,MENDEZ,August,2015,23,0.0
1868,MENDEZ,September,2015,24,0.0
1869,MENDEZ,October,2015,37,0.0
1870,MENDEZ,November,2015,37,0.0
1871,MENDEZ,December,2015,17,0.0
1872,MENDEZ,January,2016,6,0.0
1873,MENDEZ,February,2016,3,0.0
1874,MENDEZ,March,2016,3,0.0
1875,MENDEZ,April,2016,8,0.0
1876,MENDEZ,May,2016,5,0.0
1877,MENDEZ,June,2016,14,0.0
1878,MENDEZ,July,2016,21,0.0
1879,MENDEZ,August,2016,25,0.0
1880,MENDEZ,September,2016,17,0.0
1881,MENDEZ,October,2016,15,0.0
1882,MENDEZ,November,2016,5,0.0
1883,MENDEZ,December,2016,3,0.0
1884,MENDEZ,January,2017,10,0.0
1885,MENDEZ,February,2017,16,0.0
1886,MENDEZ,March,2017,7,0.0
1887,MENDEZ,April,2017,2,0.0
1888,MENDEZ,May,2017,2,0.0
1889,MENDEZ,June,2017,1,0.0
1890,MENDEZ,July,2017,5,0.0
1891,MENDEZ,August,2017,8,0.0
1892,MENDEZ,September,2017,3,0.0
1893,MENDEZ,October,2017,13,0.0
