,City/Municipality,Month,Year,Alive,Death
1894,MENDEZ,November,2017,38,0.0
1895,MENDEZ,December,2017,34,0.0
1896,MENDEZ,January,2018,13,0.0
1897,MENDEZ,February,2018,4,0.0
1898,MENDEZ,March,2018,4,0.0
1899,MENDEZ,April,2018,4,0.0
1900,MENDEZ,May,2018,19,0.0
1901,MENDEZ,June,2018,34,0.0
1902,MENDEZ,July,2018,57,0.0
1903,MENDEZ,August,2018,28,0.0
1904,MENDEZ,September,2018,17,0.0
1905,MENDEZ,October,2018,8,0.0
1906,MENDEZ,November,2018,10,0.0
1907,MENDEZ,December,2018,3,0.0
1908,MENDEZ,January,2019,6,0.0
1909,MENDEZ,February,2019,9,0.0
1910,MENDEZ,March,2019,0,0.0
1911,MENDEZ,April,2019,0,0.0
1912,MENDEZ,May,2019,4,0.0
1913,MENDEZ,June,2019,16,0.0
1914,MENDEZ,July,2019,42,0.0
1915,MENDEZ,August,2019,40,0.0
1916,MENDEZ,September,2019,21,0.0
1917,MENDEZ,October,2019,14,0.0
1918,MENDEZ,November,2019,11,0.0
1919,MENDEZ,December,2019,1,0.0
1920,MENDEZ,January,2020,3,0.0
1921,MENDEZ,February,2020,2,0.0
1922,MENDEZ,March,2020,4,0.0
1923,MENDEZ,April,2020,0,0.0
1924,MENDEZ,May,2020,1,0.0
1925,MENDEZ,June,2020,14,0.0
1926,MENDEZ,July,2020,7,0.0
1927,MENDEZ,August,2020,0,0.0
1928,MENDEZ,September,2020,0,0.0
1929,MENDEZ,October,2020,4,0.0
1930,MENDEZ,November,2020,1,0.0
1931,MENDEZ,December,2020,0,0.0
1932,MENDEZ,January,2021,3,0.0
1933,MENDEZ,February,2021,3,0.0
1934,MENDEZ,March,2021,5,0.0
1935,MENDEZ,April,2021,0,0.0
1936,MENDEZ,May,2021,0,0.0
1937,MENDEZ,June,2021,1,0.0
1938,MENDEZ,July,2021,5,0.0
1939,MENDEZ,August,2021,1,0.0
1940,MENDEZ,September,2021,0,0.0
1941,MENDEZ,October,2021,6,0.0
1942,MENDEZ,November,2021,5,0.0
1943,MENDEZ,December,2021,2,0.0
1944,MENDEZ,January,2022,0,0.0
1945,MENDEZ,February,2022,3,0.0
1946,MENDEZ,March,2022,6,0.0
1947,MENDEZ,April,2022,4,0.0
1948,MENDEZ,May,2022,7,0.0
1949,MENDEZ,June,2022,38,0.0
1950,MENDEZ,July,2022,52,0.0
1951,MENDEZ,August,2022,39,0.0
1952,MENDEZ,September,2022,30,0.0
1953,MENDEZ,October,2022,30,0.0
1954,MENDEZ,November,2022,2,0.0
1955,MENDEZ,December,2022,1,0.0
1956,MENDEZ,January,2023,3,0.0
1957,MENDEZ,February,2023,2,0.0
1958,MENDEZ,March,2023,1,0.0
1959,MENDEZ,April,2023,2,0.0
1960,MENDEZ,May,2023,4,0.0
1961,MENDEZ,June,2023,10,0.0
1962,MENDEZ,July,2023,4,0.0
1963,MENDEZ,August,2023,1,0.0
1964,MENDEZ,September,2023,3,0.0
1965,MENDEZ,October,2023,1,0.0
1966,MENDEZ,November,2023,1,0.0
1967,MENDEZ,December,2023,4,0.0
1968,MENDEZ,January,2024,2,0.0
1969,MENDEZ,February,2024,1,0.0
1970,MENDEZ,March,2024,1,0.0
1971,MENDEZ,April,2024,0,0.0
1972,MENDEZ,May,2024,4,0.0
1973,MENDEZ,June,2024,9,0.0
1974,MENDEZ,July,2024,10,0.0
1975,MENDEZ,August,2024,40,0.0
1976,MENDEZ,September,2024,21,0.0
1977,MENDEZ,October,2024,9,0.0
1978,MENDEZ,November,2024,14,0.0
1979,MENDEZ,December,2024,5,0.0
1980,NAIC,January,2014,1,0.0
1981,NAIC,February,2014,0,0.0
1982,NAIC,March,2014,2,0.0
1983,NAIC,April,2014,4,0.0
1984,NAIC,May,2014,0,0.0
1985,NAIC,June,2014,2,0.0
1986,NAIC,July,2014,1,0.0
1987,NAIC,August,2014,0,0.0
1988,NAIC,September,2014,11,0.0
1989,NAIC,October,2014,12,0.0
1990,NAIC,November,2014,26,0.0
1991,NAIC,December,2014,8,0.0
1992,NAIC,January,2015,21,0.0
1993,NAIC,February,2015,34,0.0
1994,NAIC,March,2015,34,0.0
1995,NAIC,April,2015,34,0.0
1996,NAIC,May,2015,12,1.0
1997,NAIC,June,2015,3,0.0
1998,NAIC,July,2015,36,0.0
1999,NAIC,August,2015,26,0.0
2000,NAIC,September,2015,48,2.0
2001,NAIC,October,2015,138,0.0
2002,NAIC,November,2015,74,0.0
2003,NAIC,December,2015,13,0.0
2004,NAIC,January,2016,13,0.0
2005,NAIC,February,2016,12,0.0
2006,NAIC,March,2016,3,0.0
2007,NAIC,April,2016,4,0.0
2008,NAIC,May,2016,0,0.0
2009,NAIC,June,2016,1,0.0
2010,NAIC,July,2016,6,0.0
2011,NAIC,August,2016,8,0.0
2012,NAIC,September,2016,6,0.0
2013,NAIC,October,2016,11,0.0
2014,NAIC,November,2016,16,0.0
2015,NAIC,December,2016,14,0.0
2016,NAIC,January,2017,2,0.0
2017,NAIC,February,2017,2,0.0
2018,NAIC,March,2017,4,0.0
2019,NAIC,April,2017,4,0.0
2020,NAIC,May,2017,1,0.0
2021,NAIC,June,2017,3,0.0
2022,NAIC,July,2017,14,0.0
2023,NAIC,August,2017,27,0.0
2024,NAIC,September,2017,6,0.0
2025,NAIC,October,2017,9,0.0
2026,NAIC,November,2017,5,0.0
2027,NAIC,December,2017,3,0.0
2028,NAIC,January,2018,90,0.0
2029,NAIC,February,2018,73,0.0
2030,NAIC,March,2018,42,0.0
2031,NAIC,April,2018,11,0.0
2032,NAIC,May,2018,5,0.0
2033,NAIC,June,2018,6,0.0
2034,NAIC,July,2018,14,0.0
2035,NAIC,August,2018,12,0.0
2036,NAIC,September,2018,21,0.0
2037,NAIC,October,2018,12,0.0
2038,NAIC,November,2018,36,0.0
2039,NAIC,December,2018,30,0.0
2040,NAIC,January,2019,41,0.0
2041,NAIC,February,2019,32,0.0
2042,NAIC,March,2019,30,0.0
2043,NAIC,April,2019,10,0.0
2044,NAIC,May,2019,15,0.0
2045,NAIC,June,2019,22,0.0
2046,NAIC,July,2019,111,0.0
2047,NAIC,August,2019,163,0.0
2048,NAIC,September,2019,121,1.0
2049,NAIC,October,2019,71,0.0
2050,NAIC,November,2019,35,0.0
2051,NAIC,December,2019,21,0.0
2052,NAIC,January,2020,68,0.0
2053,NAIC,February,2020,42,0.0
2054,NAIC,March,2020,18,0.0
2055,NAIC,April,2020,4,0.0
2056,NAIC,May,2020,1,0.0
2057,NAIC,June,2020,1,0.0
2058,NAIC,July,2020,2,0.0
2059,NAIC,August,2020,0,0.0
2060,NAIC,September,2020,4,0.0
2061,NAIC,October,2020,13,2.0
2062,NAIC,November,2020,12,0.0
2063,NAIC,December,2020,9,0.0
2064,NAIC,January,2021,18,0.0
2065,NAIC,February,2021,8,0.0
2066,NAIC,March,2021,6,0.0
2067,NAIC,April,2021,0,0.0
2068,NAIC,May,2021,0,0.0
2069,NAIC,June,2021,0,0.0
2070,NAIC,July,2021,0,0.0
2071,NAIC,August,2021,1,0.0
2072,NAIC,September,2021,2,0.0
2073,NAIC,October,2021,2,0.0
2074,NAIC,November,2021,4,1.0
2075,NAIC,December,2021,3,0.0
2076,NAIC,January,2022,1,0.0
2077,NAIC,February,2022,2,0.0
2078,NAIC,March,2022,0,0.0
2079,NAIC,April,2022,1,0.0
2080,NAIC,May,2022,8,0.0
2081,NAIC,June,2022,9,0.0
2082,NAIC,July,2022,22,0.0
2083,NAIC,August,2022,22,0.0
2084,NAIC,September,2022,20,0.0
2085,NAIC,October,2022,20,0.0
2086,NAIC,November,2022,9,0.0
2087,NAIC,December,2022,4,0.0
2088,NAIC,January,2023,17,0.0
2089,NAIC,February,2023,9,0.0
2090,NAIC,March,2023,7,0.0
2091,NAIC,April,2023,3,0.0
2092,NAIC,May,2023,2,0.0
2093,NAIC,June,2023,6,0.0
2094,NAIC,July,2023,7,0.0
2095,NAIC,August,2023,8,1.0
2096,NAIC,September,2023,2,0.0
2097,NAIC,October,2023,18,0.0
2098,NAIC,November,2023,9,0.0
2099,NAIC,December,2023,15,0.0
2100,NAIC,January,2024,19,0.0
2101,NAIC,February,2024,8,0.0
2102,NAIC,March,2024,10,0.0
2103,NAIC,April,2024,3,0.0
2104,NAIC,May,2024,4,0.0
2105,NAIC,June,2024,10,0.0
2106,NAIC,July,2024,32,0.0
2107,NAIC,August,2024,56,0.0
2108,NAIC,September,2024,69,1.0
2109,NAIC,October,2024,102,0.0
2110,NAIC,November,2024,152,1.0
2111,NAIC,December,2024,171,1.0
2112,NOVELETA,January,2014,12,0.0
2113,NOVELETA,February,2014,1,0.0
2114,NOVELETA,March,2014,1,0.0
2115,NOVELETA,April,2014,0,0.0
2116,NOVELETA,May,2014,0,0.0
2117,NOVELETA,June,2014,0,0.0
2118,NOVELETA,July,2014,1,0.0
2119,NOVELETA,August,2014,0,0.0
2120,NOVELETA,September,2014,2,0.0
2121,NOVELETA,October,2014,1,0.0
2122,NOVELETA,November,2014,4,0.0
2123,NOVELETA,December,2014,1,0.0
2124,NOVELETA,January,2015,7,0.0
2125,NOVELETA,February,2015,3,0.0
2126,NOVELETA,March,2015,3,0.0
2127,NOVELETA,April,2015,3,0.0
2128,NOVELETA,May,2015,2,0.0
2129,NOVELETA,June,2015,3,0.0
2130,NOVELETA,July,2015,4,0.0
2131,NOVELETA,August,2015,11,0.0
2132,NOVELETA,September,2015,21,0.0
2133,NOVELETA,October,2015,63,0.0
2134,NOVELETA,November,2015,71,0.0
2135,NOVELETA,December,2015,24,0.0
2136,NOVELETA,January,2016,29,0.0
2137,NOVELETA,February,2016,19,0.0
2138,NOVELETA,March,2016,13,0.0
2139,NOVELETA,April,2016,3,0.0
2140,NOVELETA,May,2016,6,0.0
2141,NOVELETA,June,2016,4,0.0
2142,NOVELETA,July,2016,8,0.0
2143,NOVELETA,August,2016,23,0.0
2144,NOVELETA,September,2016,10,0.0
2145,NOVELETA,October,2016,8,0.0
2146,NOVELETA,November,2016,19,0.0
2147,NOVELETA,December,2016,14,0.0
2148,NOVELETA,January,2017,19,0.0
2149,NOVELETA,February,2017,12,0.0
2150,NOVELETA,March,2017,5,0.0
2151,NOVELETA,April,2017,4,0.0
2152,NOVELETA,May,2017,3,0.0
2153,NOVELETA,June,2017,3,0.0
2154,NOVELETA,July,2017,7,0.0
2155,NOVELETA,August,2017,7,0.0
2156,NOVELETA,September,2017,13,0.0
2157,NOVELETA,October,2017,13,0.0
2158,NOVELETA,November,2017,28,0.0
2159,NOVELETA,December,2017,40,0.0
2160,NOVELETA,January,2018,39,0.0
2161,NOVELETA,February,2018,23,0.0
2162,NOVELETA,March,2018,20,0.0
2163,NOVELETA,April,2018,12,0.0
2164,NOVELETA,May,2018,8,0.0
2165,NOVELETA,June,2018,5,0.0
2166,NOVELETA,July,2018,15,0.0
2167,NOVELETA,August,2018,11,0.0
2168,NOVELETA,September,2018,16,0.0
2169,NOVELETA,October,2018,14,0.0
2170,NOVELETA,November,2018,22,0.0
2171,NOVELETA,December,2018,29,0.0
2172,NOVELETA,January,2019,14,0.0
2173,NOVELETA,February,2019,16,0.0
2174,NOVELETA,March,2019,13,1.0
2175,NOVELETA,April,2019,0,0.0
2176,NOVELETA,May,2019,2,0.0
2177,NOVELETA,June,2019,1,0.0
2178,NOVELETA,July,2019,14,0.0
2179,NOVELETA,August,2019,41,0.0
2180,NOVELETA,September,2019,27,0.0
2181,NOVELETA,October,2019,23,0.0
2182,NOVELETA,November,2019,15,0.0
2183,NOVELETA,December,2019,12,0.0
2184,NOVELETA,January,2020,17,0.0
2185,NOVELETA,February,2020,7,0.0
2186,NOVELETA,March,2020,1,0.0
2187,NOVELETA,April,2020,1,0.0
2188,NOVELETA,May,2020,0,0.0
2189,NOVELETA,June,2020,0,0.0
2190,NOVELETA,July,2020,3,0.0
2191,NOVELETA,August,2020,0,0.0
2192,NOVELETA,September,2020,2,0.0
2193,NOVELETA,October,2020,3,0.0
2194,NOVELETA,November,2020,4,0.0
2195,NOVELETA,December,2020,5,0.0
2196,NOVELETA,January,2021,12,0.0
2197,NOVELETA,February,2021,7,0.0
2198,NOVELETA,March,2021,4,0.0
2199,NOVELETA,April,2021,0,0.0
2200,NOVELETA,May,2021,0,0.0
2201,NOVELETA,June,2021,0,0.0
2202,NOVELETA,July,2021,6,0.0
2203,NOVELETA,August,2021,3,0.0
2204,NOVELETA,September,2021,0,0.0
2205,NOVELETA,October,2021,5,0.0
2206,NOVELETA,November,2021,10,0.0
2207,NOVELETA,December,2021,9,0.0
2208,NOVELETA,January,2022,0,0.0
2209,NOVELETA,February,2022,0,0.0
2210,NOVELETA,March,2022,0,0.0
2211,NOVELETA,April,2022,0,0.0
2212,NOVELETA,May,2022,1,0.0
2213,NOVELETA,June,2022,1,0.0
2214,NOVELETA,July,2022,5,0.0
2215,NOVELETA,August,2022,8,0.0
2216,NOVELETA,September,2022,7,0.0
2217,NOVELETA,October,2022,7,0.0
2218,NOVELETA,November,2022,7,0.0
2219,NOVELETA,December,2022,3,0.0
2220,NOVELETA,January,2023,3,0.0
2221,NOVELETA,February,2023,1,0.0
2222,NOVELETA,March,2023,2,0.0
2223,NOVELETA,April,2023,4,0.0
2224,NOVELETA,May,2023,0,0.0
2225,NOVELETA,June,2023,1,0.0
2226,NOVELETA,July,2023,1,0.0
2227,NOVELETA,August,2023,8,0.0
2228,NOVELETA,September,2023,5,0.0
2229,NOVELETA,October,2023,2,0.0
2230,NOVELETA,November,2023,3,0.0
2231,NOVELETA,December,2023,3,0.0
2232,NOVELETA,January,2024,4,0.0
2233,NOVELETA,February,2024,1,0.0
2234,NOVELETA,March,2024,3,0.0
2235,NOVELETA,April,2024,0,0.0
2236,NOVELETA,May,2024,0,0.0
2237,NOVELETA,June,2024,3,0.0
2238,NOVELETA,July,2024,8,0.0
2239,NOVELETA,August,2024,9,0.0
2240,NOVELETA,September,2024,7,0.0
2241,NOVELETA,October,2024,17,0.0
2242,NOVELETA,November,2024,37,0.0
2243,NOVELETA,December,2024,37,0.0
2244,ROSARIO,January,2014,15,0.0
2245,ROSARIO,February,2014,3,0.0
2246,ROSARIO,March,2014,0,0.0
2247,ROSARIO,April,2014,2,0.0
2248,ROSARIO,May,2014,0,0.0
2249,ROSARIO,June,2014,0,0.0
2250,ROSARIO,July,2014,0,0.0
2251,ROSARIO,August,2014,1,0.0
2252,ROSARIO,September,2014,7,0.0
2253,ROSARIO,October,2014,9,0.0
2254,ROSARIO,November,2014,16,0.0
2255,ROSARIO,December,2014,11,0.0
2256,ROSARIO,January,2015,22,0.0
2257,ROSARIO,February,2015,7,1.0
2258,ROSARIO,March,2015,7,1.0
2259,ROSARIO,April,2015,7,1.0
2260,ROSARIO,May,2015,6,0.0
2261,ROSARIO,June,2015,8,0.0
2262,ROSARIO,July,2015,10,0.0
2263,ROSARIO,August,2015,15,0.0
2264,ROSARIO,September,2015,44,0.0
2265,ROSARIO,October,2015,131,0.0
2266,ROSARIO,November,2015,107,0.0
2267,ROSARIO,December,2015,30,0.0
2268,ROSARIO,January,2016,26,0.0
2269,ROSARIO,February,2016,23,0.0
2270,ROSARIO,March,2016,24,0.0
2271,ROSARIO,April,2016,12,0.0
2272,ROSARIO,May,2016,7,0.0
2273,ROSARIO,June,2016,2,0.0
2274,ROSARIO,July,2016,9,0.0
2275,ROSARIO,August,2016,42,0.0
2276,ROSARIO,September,2016,10,0.0
2277,ROSARIO,October,2016,9,0.0
2278,ROSARIO,November,2016,19,0.0
2279,ROSARIO,December,2016,38,0.0
2280,ROSARIO,January,2017,31,0.0
2281,ROSARIO,February,2017,29,0.0
2282,ROSARIO,March,2017,22,0.0
2283,ROSARIO,April,2017,5,0.0
2284,ROSARIO,May,2017,5,0.0
2285,ROSARIO,June,2017,4,0.0
2286,ROSARIO,July,2017,16,0.0
2287,ROSARIO,August,2017,15,0.0
2288,ROSARIO,September,2017,13,0.0
2289,ROSARIO,October,2017,13,0.0
2290,ROSARIO,November,2017,14,0.0
2291,ROSARIO,December,2017,22,1.0
2292,ROSARIO,January,2018,64,0.0
2293,ROSARIO,February,2018,24,0.0
2294,ROSARIO,March,2018,24,0.0
2295,ROSARIO,April,2018,14,0.0
2296,ROSARIO,May,2018,10,0.0
2297,ROSARIO,June,2018,4,0.0
2298,ROSARIO,July,2018,13,0.0
2299,ROSARIO,August,2018,15,0.0
2300,ROSARIO,September,2018,36,0.0
2301,ROSARIO,October,2018,34,1.0
2302,ROSARIO,November,2018,33,1.0
2303,ROSARIO,December,2018,23,0.0
2304,ROSARIO,January,2019,45,0.0
2305,ROSARIO,February,2019,32,0.0
2306,ROSARIO,March,2019,12,0.0
2307,ROSARIO,April,2019,3,0.0
2308,ROSARIO,May,2019,12,0.0
2309,ROSARIO,June,2019,8,0.0
2310,ROSARIO,July,2019,46,0.0
2311,ROSARIO,August,2019,74,0.0
2312,ROSARIO,September,2019,52,0.0
2313,ROSARIO,October,2019,45,0.0
2314,ROSARIO,November,2019,27,0.0
2315,ROSARIO,December,2019,26,0.0
2316,ROSARIO,January,2020,33,0.0
2317,ROSARIO,February,2020,8,0.0
2318,ROSARIO,March,2020,5,0.0
2319,ROSARIO,April,2020,0,0.0
2320,ROSARIO,May,2020,0,0.0
2321,ROSARIO,June,2020,2,0.0
2322,ROSARIO,July,2020,0,0.0
2323,ROSARIO,August,2020,4,0.0
2324,ROSARIO,September,2020,1,0.0
2325,ROSARIO,October,2020,5,1.0
2326,ROSARIO,November,2020,7,0.0
2327,ROSARIO,December,2020,14,0.0
2328,ROSARIO,January,2021,18,0.0
2329,ROSARIO,February,2021,18,0.0
2330,ROSARIO,March,2021,7,0.0
2331,ROSARIO,April,2021,1,0.0
2332,ROSARIO,May,2021,14,0.0
2333,ROSARIO,June,2021,6,0.0
2334,ROSARIO,July,2021,5,0.0
2335,ROSARIO,August,2021,4,0.0
2336,ROSARIO,September,2021,2,0.0
2337,ROSARIO,October,2021,4,0.0
2338,ROSARIO,November,2021,13,0.0
2339,ROSARIO,December,2021,5,0.0
2340,ROSARIO,January,2022,2,0.0
2341,ROSARIO,February,2022,1,0.0
2342,ROSARIO,March,2022,0,0.0
2343,ROSARIO,April,2022,0,0.0
2344,ROSARIO,May,2022,2,0.0
2345,ROSARIO,June,2022,3,0.0
2346,ROSARIO,July,2022,8,0.0
2347,ROSARIO,August,2022,19,0.0
2348,ROSARIO,September,2022,20,0.0
2349,ROSARIO,October,2022,20,0.0
2350,ROSARIO,November,2022,4,1.0
2351,ROSARIO,December,2022,3,0.0
2352,ROSARIO,January,2023,5,0.0
2353,ROSARIO,February,2023,5,0.0
2354,ROSARIO,March,2023,6,0.0
2355,ROSARIO,April,2023,3,0.0
2356,ROSARIO,May,2023,0,0.0
2357,ROSARIO,June,2023,4,0.0
2358,ROSARIO,July,2023,3,0.0
2359,ROSARIO,August,2023,3,0.0
2360,ROSARIO,September,2023,1,0.0
2361,ROSARIO,October,2023,13,0.0
2362,ROSARIO,November,2023,3,0.0
2363,ROSARIO,December,2023,5,0.0
2364,ROSARIO,January,2024,9,0.0
2365,ROSARIO,February,2024,6,0.0
2366,ROSARIO,March,2024,3,0.0
2367,ROSARIO,April,2024,0,1.0
2368,ROSARIO,May,2024,4,0.0
2369,ROSARIO,June,2024,7,0.0
2370,ROSARIO,July,2024,11,0.0
2371,ROSARIO,August,2024,23,0.0
2372,ROSARIO,September,2024,39,0.0
2373,ROSARIO,October,2024,105,1.0
2374,ROSARIO,November,2024,139,0.0
2375,ROSARIO,December,2024,122,0.0
2376,SILANG,January,2014,8,0.0
2377,SILANG,February,2014,4,0.0
2378,SILANG,March,2014,4,0.0
2379,SILANG,April,2014,5,0.0
2380,SILANG,May,2014,1,0.0
2381,SILANG,June,2014,4,0.0
2382,SILANG,July,2014,15,0.0
2383,SILANG,August,2014,11,0.0
2384,SILANG,September,2014,27,0.0
2385,SILANG,October,2014,20,0.0
2386,SILANG,November,2014,25,0.0
2387,SILANG,December,2014,13,0.0
2388,SILANG,January,2015,14,1.0
2389,SILANG,February,2015,25,0.0
2390,SILANG,March,2015,25,0.0
2391,SILANG,April,2015,25,0.0
2392,SILANG,May,2015,11,0.0
2393,SILANG,June,2015,48,0.0
2394,SILANG,July,2015,75,0.0
2395,SILANG,August,2015,126,1.0
2396,SILANG,September,2015,149,0.0
2397,SILANG,October,2015,178,1.0
2398,SILANG,November,2015,99,0.0
2399,SILANG,December,2015,35,0.0
2400,SILANG,January,2016,40,0.0
2401,SILANG,February,2016,26,0.0
2402,SILANG,March,2016,24,1.0
2403,SILANG,April,2016,13,2.0
2404,SILANG,May,2016,18,0.0
2405,SILANG,June,2016,35,0.0
2406,SILANG,July,2016,80,1.0
2407,SILANG,August,2016,95,0.0
2408,SILANG,September,2016,78,1.0
2409,SILANG,October,2016,56,0.0
2410,SILANG,November,2016,38,0.0
2411,SILANG,December,2016,15,0.0
2412,SILANG,January,2017,37,0.0
2413,SILANG,February,2017,20,0.0
2414,SILANG,March,2017,16,0.0
2415,SILANG,April,2017,8,0.0
2416,SILANG,May,2017,10,0.0
2417,SILANG,June,2017,21,1.0
2418,SILANG,July,2017,57,0.0
2419,SILANG,August,2017,87,1.0
2420,SILANG,September,2017,94,3.0
2421,SILANG,October,2017,102,0.0
2422,SILANG,November,2017,88,4.0
2423,SILANG,December,2017,79,0.0
2424,SILANG,January,2018,47,1.0
2425,SILANG,February,2018,24,0.0
2426,SILANG,March,2018,22,0.0
2427,SILANG,April,2018,17,0.0
2428,SILANG,May,2018,14,0.0
2429,SILANG,June,2018,26,0.0
2430,SILANG,July,2018,40,0.0
2431,SILANG,August,2018,82,0.0
2432,SILANG,September,2018,62,0.0
2433,SILANG,October,2018,67,0.0
2434,SILANG,November,2018,55,0.0
2435,SILANG,December,2018,38,0.0
2436,SILANG,January,2019,55,0.0
2437,SILANG,February,2019,44,0.0
2438,SILANG,March,2019,23,0.0
2439,SILANG,April,2019,22,0.0
2440,SILANG,May,2019,31,1.0
2441,SILANG,June,2019,113,0.0
2442,SILANG,July,2019,401,1.0
2443,SILANG,August,2019,385,1.0
2444,SILANG,September,2019,311,0.0
2445,SILANG,October,2019,198,0.0
2446,SILANG,November,2019,88,0.0
2447,SILANG,December,2019,45,0.0
2448,SILANG,January,2020,40,0.0
2449,SILANG,February,2020,29,0.0
2450,SILANG,March,2020,3,0.0
2451,SILANG,April,2020,8,0.0
2452,SILANG,May,2020,0,0.0
2453,SILANG,June,2020,3,0.0
2454,SILANG,July,2020,1,0.0
2455,SILANG,August,2020,6,0.0
2456,SILANG,September,2020,4,0.0
2457,SILANG,October,2020,5,0.0
2458,SILANG,November,2020,6,0.0
2459,SILANG,December,2020,12,0.0
2460,SILANG,January,2021,19,0.0
2461,SILANG,February,2021,10,0.0
2462,SILANG,March,2021,10,0.0
2463,SILANG,April,2021,5,0.0
2464,SILANG,May,2021,4,0.0
2465,SILANG,June,2021,7,0.0
2466,SILANG,July,2021,18,0.0
2467,SILANG,August,2021,12,0.0
2468,SILANG,September,2021,10,0.0
2469,SILANG,October,2021,7,0.0
2470,SILANG,November,2021,10,0.0
2471,SILANG,December,2021,4,0.0
2472,SILANG,January,2022,4,0.0
2473,SILANG,February,2022,1,0.0
2474,SILANG,March,2022,4,0.0
2475,SILANG,April,2022,6,0.0
2476,SILANG,May,2022,3,0.0
2477,SILANG,June,2022,11,0.0
2478,SILANG,July,2022,24,0.0
2479,SILANG,August,2022,53,0.0
2480,SILANG,September,2022,29,0.0
2481,SILANG,October,2022,29,0.0
2482,SILANG,November,2022,18,0.0
2483,SILANG,December,2022,4,0.0
2484,SILANG,January,2023,14,0.0
2485,SILANG,February,2023,5,0.0
2486,SILANG,March,2023,10,0.0
2487,SILANG,April,2023,8,0.0
2488,SILANG,May,2023,7,0.0
2489,SILANG,June,2023,17,0.0
2490,SILANG,July,2023,15,0.0
2491,SILANG,August,2023,11,0.0
2492,SILANG,September,2023,13,0.0
2493,SILANG,October,2023,18,0.0
2494,SILANG,November,2023,17,0.0
2495,SILANG,December,2023,22,0.0
2496,SILANG,January,2024,16,1.0
2497,SILANG,February,2024,16,0.0
2498,SILANG,March,2024,6,0.0
2499,SILANG,April,2024,4,0.0
2500,SILANG,May,2024,8,0.0
2501,SILANG,June,2024,6,0.0
2502,SILANG,July,2024,35,0.0
2503,SILANG,August,2024,52,0.0
2504,SILANG,September,2024,49,0.0
2505,SILANG,October,2024,34,0.0
2506,SILANG,November,2024,51,0.0
2507,SILANG,December,2024,43,0.0
2508,TAGAYTAY CITY,January,2014,5,0.0
2509,TAGAYTAY CITY,February,2014,3,0.0
2510,TAGAYTAY CITY,March,2014,3,0.0
2511,TAGAYTAY CITY,April,2014,0,0.0
2512,TAGAYTAY CITY,May,2014,1,0.0
2513,TAGAYTAY CITY,June,2014,1,0.0
2514,TAGAYTAY CITY,July,2014,7,0.0
2515,TAGAYTAY CITY,August,2014,7,0.0
2516,TAGAYTAY CITY,September,2014,19,1.0
2517,TAGAYTAY CITY,October,2014,6,0.0
2518,TAGAYTAY CITY,November,2014,17,0.0
2519,TAGAYTAY CITY,December,2014,11,0.0
2520,TAGAYTAY CITY,January,2015,10,0.0
2521,TAGAYTAY CITY,February,2015,7,0.0
2522,TAGAYTAY CITY,March,2015,7,0.0
2523,TAGAYTAY CITY,April,2015,7,0.0
2524,TAGAYTAY CITY,May,2015,6,0.0
2525,TAGAYTAY CITY,June,2015,13,0.0
2526,TAGAYTAY CITY,July,2015,22,0.0
2527,TAGAYTAY CITY,August,2015,39,0.0
2528,TAGAYTAY CITY,September,2015,91,0.0
2529,TAGAYTAY CITY,October,2015,74,0.0
2530,TAGAYTAY CITY,November,2015,49,0.0
2531,TAGAYTAY CITY,December,2015,25,0.0
2532,TAGAYTAY CITY,January,2016,7,1.0
2533,TAGAYTAY CITY,February,2016,14,0.0
2534,TAGAYTAY CITY,March,2016,27,0.0
2535,TAGAYTAY CITY,April,2016,20,0.0
2536,TAGAYTAY CITY,May,2016,12,0.0
2537,TAGAYTAY CITY,June,2016,15,0.0
2538,TAGAYTAY CITY,July,2016,44,0.0
2539,TAGAYTAY CITY,August,2016,68,0.0
2540,TAGAYTAY CITY,September,2016,38,0.0
2541,TAGAYTAY CITY,October,2016,15,0.0
2542,TAGAYTAY CITY,November,2016,12,0.0
2543,TAGAYTAY CITY,December,2016,6,0.0
2544,TAGAYTAY CITY,January,2017,24,1.0
2545,TAGAYTAY CITY,February,2017,13,0.0
2546,TAGAYTAY CITY,March,2017,4,0.0
2547,TAGAYTAY CITY,April,2017,5,0.0
2548,TAGAYTAY CITY,May,2017,11,0.0
2549,TAGAYTAY CITY,June,2017,13,0.0
2550,TAGAYTAY CITY,July,2017,62,0.0
2551,TAGAYTAY CITY,August,2017,62,1.0
2552,TAGAYTAY CITY,September,2017,59,0.0
2553,TAGAYTAY CITY,October,2017,55,0.0
2554,TAGAYTAY CITY,November,2017,46,0.0
2555,TAGAYTAY CITY,December,2017,28,0.0
2556,TAGAYTAY CITY,January,2018,9,0.0
2557,TAGAYTAY CITY,February,2018,4,0.0
2558,TAGAYTAY CITY,March,2018,5,0.0
2559,TAGAYTAY CITY,April,2018,2,0.0
2560,TAGAYTAY CITY,May,2018,6,0.0
2561,TAGAYTAY CITY,June,2018,11,0.0
2562,TAGAYTAY CITY,July,2018,16,0.0
2563,TAGAYTAY CITY,August,2018,32,0.0
2564,TAGAYTAY CITY,September,2018,28,0.0
2565,TAGAYTAY CITY,October,2018,17,0.0
2566,TAGAYTAY CITY,November,2018,31,0.0
2567,TAGAYTAY CITY,December,2018,17,0.0
2568,TAGAYTAY CITY,January,2019,12,0.0
2569,TAGAYTAY CITY,February,2019,17,0.0
